timestamp,ch,can_id,type,dlc,data_hex
2026-07-05 16:43:22.766,CAN1,003,FD,10,73 09 00 7F BC BB 55 3E 8C BF 00 00 30 50 65 01
2026-07-05 16:43:22.992,CAN1,003,FD,10,73 09 00 80 BC BB 55 3E 8C BF 00 00 30 50 65 01
2026-07-05 16:43:23.216,CAN1,003,FD,10,73 09 00 81 BC BB 55 3E 8C BF 00 00 30 50 65 01
2026-07-05 16:43:23.441,CAN1,003,FD,10,73 09 00 82 BC BB 55 3E 99 BF 00 00 30 FE 65 01
2026-07-05 16:43:23.665,CAN1,003,FD,10,73 09 00 83 BC BB 55 3E 93 BF 00 00 30 43 65 01
2026-07-05 16:43:23.891,CAN1,003,FD,10,73 09 00 84 BC BB 55 3E 9B BF 00 00 30 7D 65 01
2026-07-05 16:43:24.115,CAN1,003,FD,10,73 09 00 85 BC BB 55 3E 9C BF 00 00 30 2C 65 01
2026-07-05 16:43:24.340,CAN1,003,FD,10,73 09 00 86 BC BB 55 3E B0 BF 00 00 30 F5 65 01
2026-07-05 16:43:24.564,CAN1,003,FD,10,73 09 00 87 BC BB 55 3E 9C BF 00 00 30 2C 65 01
2026-07-05 16:43:24.788,CAN1,003,FD,10,73 09 00 88 BC BB 55 3E 92 BF 00 00 30 8E 65 01
2026-07-05 16:43:25.014,CAN1,003,FD,10,73 09 00 89 BC BB 55 3E 9E BF 00 00 30 AF 65 01
2026-07-05 16:43:25.238,CAN1,003,FD,10,73 09 00 8A BC BB 55 3E 9C BF 00 00 30 2C 65 01
2026-07-05 16:43:25.463,CAN1,003,FD,10,73 09 00 8B BC BB 55 3E 80 BF 00 00 30 71 65 01
2026-07-05 16:43:25.687,CAN1,003,FD,10,73 09 00 8C BC BB 55 3E 8C BF 00 00 30 50 65 01
2026-07-05 16:43:25.913,CAN1,003,FD,10,73 09 00 8D BC BB 55 3E B1 BF 00 00 30 38 65 01
2026-07-05 16:43:26.137,CAN1,003,FD,10,73 09 00 8E BC BB 55 3E C4 BF 00 00 30 87 65 01
